2381	beech fern of North American woodlands having straw-colored stripes	broad beech fern|southern beech fern|Phegopteris hexagonoptera|Dryopteris hexagonoptera|Thelypteris hexagonoptera
2382	extensive landed property (especially in the country) retained by the owner for his own use	estate|land|landed estate|acres|demesne
2383	a large sum of money (especially as pay or profit)	pile|bundle|big bucks|megabucks|big money
2384	something that remunerates	wage|pay|earnings|remuneration|salary
2385	assets in the form of money	funds|finances|monetary resource|cash in hand|pecuniary resource
2386	a savings account deposited by someone who makes themselves the trustee for a beneficiary and who controls it during their lifetime	savings account trust|savings bank trust|trust account|trustee account|Totten trust
2387	financial resources provided to make some project possible	support|financial support|funding|backing|financial backing
2388	the act of hitting vigorously	knock|belt|rap|whack|whang
2389	a piece of paper money worth one dollar	dollar|dollar bill|one dollar bill|buck|clam
2390	a record in which commercial accounts are recorded	ledger|leger|account book|book of account|book
2391	introduction during embryonic development of characters or structure not present in the earlier evolutionary history of the strain or species (such as the addit	cenogenesis|kenogenesis|caenogenesis|cainogenesis|kainogenesis
2392	(economics) the utilization of economic goods to satisfy needs or in manufacturing	consumption|economic consumption|usance|use|use of goods and services
2393	(biology) the process of decay caused by bacterial or fungal action	decomposition|rot|rotting|putrefaction|breakdown
2394	the bodily process of discharging waste matter	elimination|evacuation|excretion|excreting|voiding
2395	(geology) the mechanical process of wearing or grinding something down (as by particles washing over it)	erosion|eroding|eating away|wearing|wearing away
2396	the process of becoming hard or solid by cooling or drying or crystallization	hardening|solidifying|solidification|set|curing
2397	periodic shedding of the cuticle in arthropods or the outer skin in reptiles	molt|molting|moult|moulting|ecdysis
2398	the process of the sweat glands of the skin secreting a salty fluid	perspiration|sweating|diaphoresis|sudation|hidrosis
2399	a noticeable deterioration in performance or quality	slump|slack|drop-off|falloff|falling off
2400	the process of becoming a vapor	vaporization|vaporisation|vapor|vapour|evaporation
2401	a process in which an agent causes an organic substance to break down into simpler substances	zymosis|zymolysis|fermentation|fermenting|ferment
2402	the basic unit of money in Great Britain and Northern Ireland	British pound|pound|British pound sterling|pound sterling|quid
2403	a unit of heat equal to the amount of heat required to raise the temperature of one kilogram of water by one degree at one atmosphere pressure	Calorie|kilogram calorie|kilocalorie|large calorie|nutritionist's calorie
2404	the cardinal number that is the sum of eight and one	nine|IX|niner|Nina from Carolina|ennead
2405	the cardinal number that is the sum of twelve and one	thirteen|13|XIII|baker's dozen|long dozen
2406	the cardinal number that is the product of 10 and 100	thousand|one thousand|1000|chiliad|grand
2407	a large indefinite number	battalion|large number|multitude|plurality|pack
2408	an order of higher bacteria	order Myxobacteria|Myxobacterales|order Myxobacterales|Myxobacteriales|order Myxobacteriales
2409	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range	function|mathematical function|single-valued function|map|mapping
2410	bacteria that form colonies in self-produced slime	myxobacteria|myxobacterium|myxobacter|gliding bacteria|slime bacteria
2411	a tense of verbs used in describing action that is on-going	progressive|progressive tense|imperfect|imperfect tense|continuous tense
2412	something determined in relation to something that includes it	part|portion|component part|component|constituent
2413	the ratio of signal intensity to noise intensity	signal-to-noise ratio|signal-to-noise|signal/noise ratio|signal/noise|S/N
2414	the relation that exists when things occur at unrelated times	asynchronism|asynchrony|desynchronization|desynchronisation|desynchronizing
2415	any of various parasites that live in the internal organs of animals (especially intestinal worms)	endoparasite|entoparasite|entozoan|entozoon|endozoan
2416	any external parasitic organism (as fleas)	ectoparasite|ectozoan|ectozoon|epizoan|epizoon
2417	one of a series of rounded projections (or the notches between them) formed by curves along an edge (as the edge of a leaf or piece of cloth or the margin of a 	scallop|crenation|crenature|crenel|crenelle
2418	a toroidal shape	ring|halo|annulus|doughnut|anchor ring
2419	a tortuous and twisted shape or position	tortuosity|tortuousness|torsion|contortion|crookedness
2420	(physics) the angle that a magnetic needle makes with the plane of the horizon	dip|angle of dip|magnetic dip|magnetic inclination|inclination
2421	a depression scratched or carved into a surface	incision|scratch|prick|slit|dent
2422	a long narrow depression in a surface	crevice|cranny|crack|fissure|chap
2423	the shape or manner in which things come together and a connection is made	articulation|join|joint|juncture|junction
2424	euphemisms for death (based on an analogy between lying in a bed and in a tomb)	rest|eternal rest|sleep|eternal sleep|quietus
2425	the state of being a married couple voluntarily joined for life (or until divorce)	marriage|matrimony|union|spousal relationship|wedlock
2426	a state of extreme confusion and disorder	chaos|pandemonium|bedlam|topsy-turvydom|topsy-turvyness
2427	a state of agitation or turbulent change or development	agitation|ferment|fermentation|tempestuousness|unrest
2428	total absence of light	total darkness|lightlessness|blackness|pitch blackness|black
2429	a state of being carried away by overwhelming emotion	ecstasy|rapture|transport|exaltation|raptus
2430	a state of extreme happiness	bliss|blissfulness|cloud nine|seventh heaven|walking on air
2431	the state of being unsullied by sin or moral wrong	purity|pureness|sinlessness|innocence|whiteness
2432	the state of being under the control of another person	bondage|slavery|thrall|thralldom|thraldom
2433	a situation in which no progress can be made or no advancement is possible	deadlock|dead end|impasse|stalemate|standstill
2434	a recurring sleep state during which rapid eye movements do not occur and dreaming does not occur	orthodox sleep|nonrapid eye movement sleep|NREM sleep|nonrapid eye movement|NREM
2435	a recurring sleep state during which dreaming occurs	paradoxical sleep|rapid eye movement sleep|REM sleep|rapid eye movement|REM
2436	the state of being emotionally aroused and worked up	excitement|excitation|inflammation|fervor|fervour
2437	excessive desire to eat	edacity|esurience|ravenousness|voracity|voraciousness
2438	a common rockweed used in preparing kelp and as manure	bladderwrack|black rockweed|bladder fucus|tang|Fucus vesiculosus
2439	being abnormally tolerant to and dependent on something that is psychologically or physically habit-forming (especially alcohol or narcotic drugs)	addiction|dependence|dependance|dependency|habituation
2440	(psychiatry) a psychological disorder of thought or emotion	mental disorder|mental disturbance|disturbance|psychological disorder|folie
2441	aphasia in which expression by speech or writing is severely impaired	motor aphasia|Broca's aphasia|ataxic aphasia|expressive aphasia|nonfluent aphasia
2442	inability to name objects or to recognize written or spoken names of objects	nominal aphasia|anomic aphasia|anomia|amnesic aphasia|amnestic aphasia
2443	aphasia characterized by fluent but meaningless speech and severe impairment of the ability understand spoken or written words	Wernicke's aphasia|fluent aphasia|receptive aphasia|sensory aphasia|impressive aphasia
2444	sclerosis of the arterial walls	arteriosclerosis|arterial sclerosis|hardening of the arteries|induration of the arteries|coronary-artery disease
2445	recurrent large circumscribed areas of subcutaneous edema	angioedema|atrophedema|giant hives|periodic edema|Quincke's edema
2446	a common venereal disease caused by the treponema pallidum spirochete	syphilis|syph|pox|lues venerea|lues
2447	an acute disease characterized by fever and swollen lymph nodes and an abnormal increase of mononuclear leucocytes or monocytes in the bloodstream	infectious mononucleosis|mononucleosis|mono|glandular fever|kissing disease
2448	involving the lungs with progressive wasting of the body	pulmonary tuberculosis|consumption|phthisis|wasting disease|white plague
2449	dark purple edible seaweed of the Atlantic coasts of Europe and North America	Irish moss|carrageen|carageen|carragheen|Chondrus crispus
2450	a deficiency of color vision in which the person can match any given hue by mixing only two other wavelengths of light (as opposed to the three wavelengths need	dichromacy|dichromatism|dichromatopsia|dichromia|dichromasy
2451	complete color blindness	monochromacy|monochromatism|monochromatic vision|monochromia|monochromasy
2452	the most common hereditary disease	cystic fibrosis|CF|fibrocystic disease of the pancreas|pancreatic fibrosis|mucoviscidosis
2453	hereditary disease (autosomal recessive) consisting of an error is mucopolysaccharide metabolism	Hurler's syndrome|Hurler's disease|gargoylism|dysostosis multiplex|lipochondrodystrophy
2454	a congenital disorder caused by having an extra 21st chromosome	mongolism|mongolianism|Down's syndrome|Down syndrome|trisomy 21
2455	a usually nonphotosynthetic free-living protozoan with whiplike appendages	flagellate|flagellate protozoan|flagellated protozoan|mastigophoran|mastigophore
2456	a group of illnesses caused by a viral infection (usually restricted to a specific geographic area)	hemorrhagic fever|haemorrhagic fever|viral hemorrhagic fever|viral haemorrhagic fever|VHF
2457	a form of leishmaniasis endemic in Mexico and Central American and South America	mucocutaneous leishmaniasis|New World leishmaniasis|American leishmaniasis|leishmaniasis americana|nasopharyngeal leishmaniasis
2458	an infection of the oral pharynx and tonsils by streptococcus	streptococcal sore throat|strep throat|streptococcus tonsilitis|septic sore throat|throat infection
2459	a blight of potatoes	potato blight|potato mold|potato disease|potato mildew|potato murrain
2460	widespread xanthomas (especially on elbows and knees)	xanthomatosis|xanthoma multiplex|cholesterosis cutis|lipid granulomatosis|lipoid granulomatosis
2461	a tumor that is not cancerous	benign tumor|benign tumour|nonmalignant tumor|nonmalignant tumour|nonmalignant neoplasm
2462	malignant renal tumor of young children characterized by hypertension and blood in the urine and the presence of a palpable mass	Wilms' tumor|Wilms tumour|adenomyosarcoma|nephroblastoma|embryoma of the kidney
2463	a highly infectious disease of rodents (especially rabbits and squirrels) and sometimes transmitted to humans by ticks or flies or by handling infected animals	tularemia|tularaemia|rabbit fever|deer fly fever|yatobyo
2464	sudden and unexpected death of an apparently healthy infant during sleep	sudden infant death syndrome|SIDS|infant death|crib death|cot death
2465	clinical neurological syndrome characterized by muscular twitching and cramps and (when severe) seizures	tetany|tetanilla|intermittent tetanus|intermittent cramp|apyretic tetanus
2466	an acute infectious disease occurring in epidemic form and featuring paroxysms of pain (usually in the chest)	epidemic pleurodynia|epidemic myalgia|myosis|diaphragmatic pleurisy|Bornholm disease
2467	an encephalitis that was epidemic between 1915 and 1926	sleeping sickness|sleepy sickness|epidemic encephalitis|lethargic encephalitis|encephalitis lethargica
2468	a local infection induced in humans by inoculation with the virus causing cowpox in order to confer resistance to smallpox	vaccinia|vaccina|variola vaccine|variola vaccinia|variola vaccina
2469	a rise in the temperature of the body	fever|febrility|febricity|pyrexia|feverishness
2470	state of violent mental agitation	craze|delirium|frenzy|fury|hysteria
2471	agitation resulting from active worry	fret|stew|sweat|lather|swither
2472	an excited state of agitation	dither|pother|fuss|tizzy|flap
2473	a state of depression	blues|blue devils|megrims|vapors|vapours
2474	the state of demanding notice or attention	imperativeness|insistence|insistency|press|pressure
2475	a highly developed state of perfection	polish|refinement|culture|cultivation|finish
2476	a defect that is present at birth	birth defect|congenital anomaly|congenital defect|congenital disorder|congenital abnormality
2477	a wild or unrefined state	crudeness|crudity|primitiveness|primitivism|rudeness
2478	a state of extreme poverty or destitution	indigence|need|penury|pauperism|pauperization
2479	a source of danger	hazard|jeopardy|peril|risk|endangerment
2480	abnormal condition in which vision for distant objects is better than for near objects	hyperopia|hypermetropia|hypermetropy|farsightedness|longsightedness
2481	the organic group of acetic acid (CH3CO-)	acetyl|acetyl group|acetyl radical|ethanoyl group|ethanoyl radical
2482	the fluid-filled cavity inside a blastula	blastocoel|blastocoele|blastocele|segmentation cavity|cleavage cavity
2483	the levorotatory form of dopa (trade names Bendopa and Brocadopa and Larodopa)	L-dopa|levodopa|Bendopa|Brocadopa|Larodopa
2484	any element of the lanthanide series (atomic numbers 57 through 71)	rare earth|rare-earth element|lanthanoid|lanthanide|lanthanon
2485	a transuranic element	dubnium|Db|hahnium|element 105|atomic number 105
2486	a heavy silvery toxic univalent and bivalent metallic element	mercury|quicksilver|hydrargyrum|Hg|atomic number 80
2487	the inner germ layer that develops into the lining of the digestive and respiratory systems	endoderm|entoderm|endoblast|entoblast|hypoblast
2488	a waxy mineral that is a mixture of hydrocarbons and occurs in association with petroleum	ader wax|earth wax|mineral wax|ozokerite|ozocerite
2489	a potent estrogen used in medicine and in feed for livestock and poultry	diethylstilbestrol|diethylstilboestrol|stilbestrol|stilboestrol|DES
2490	a dehydrogenated analogue of cortisol (trade names Orasone or Deltasone or Liquid Pred or Meticorten)	prednisone|Orasone|Deltasone|Liquid Pred|Meticorten
2491	a white soluble compound (NaHCO3) used in effervescent drinks and in baking powders and as an antacid	bicarbonate of soda|sodium hydrogen carbonate|sodium bicarbonate|baking soda|saleratus
2492	an agent that counteracts or neutralizes acidity (especially in the stomach)	antacid|gastric antacid|alkalizer|alkaliser|antiacid
2493	a black colloidal substance consisting wholly or principally of amorphous carbon and used to make pigments and ink	carbon black|lampblack|soot|smut|crock
2494	a toxic white soluble crystalline acidic derivative of benzene	carbolic acid|phenol|hydroxybenzene|oxybenzene|phenylic acid
2495	large aggressive shark widespread in warm seas	great white shark|white shark|man-eater|man-eating shark|Carcharodon carcharias
2496	waste matter (as urine or sweat but especially feces) discharged from the body	body waste|excretion|excreta|excrement|excretory product
2497	the remains of something that has been destroyed or broken up	debris|dust|junk|rubble|detritus
2498	(KNO3) used especially as a fertilizer and explosive	potassium nitrate|saltpeter|saltpetre|niter|nitre
2499	large pelagic shark of warm seas with a whiplike tail used to round up small fish on which to feed	thresher|thrasher|thresher shark|fox shark|Alopius vulpinus
2500	colorless glass made of almost pure silica	quartz glass|quartz|vitreous silica|lechatelierite|crystal
2501	gum resin used especially in treating skin irritation	benzoin|gum benzoin|benjamin|gum benjamin|asa dulcis
2502	slightly purplish or bluish dark grey	iron blue|steel grey|steel gray|Davy's grey|Davy's gray
2503	a series of non-aromatic saturated hydrocarbons with the general formula CnH(2n+2)	methane series|alkane series|alkane|paraffin series|paraffin
2504	a toxic war gas with sulfide based compounds that raises blisters and attacks the eyes and lungs	mustard gas|mustard agent|blistering agent|dichloroethyl sulfide|sulfur mustard
2505	a soil that develops in temperate to cold moist climates under coniferous or heath vegetation	podzol|podzol soil|podsol|podsol soil|podsolic soil
2506	an elastic material obtained from the latex sap of trees (especially trees of the genera Hevea and Ficus) that can be vulcanized and finished into a variety of 	rubber|natural rubber|India rubber|gum elastic|caoutchouc
2507	a complex red organic pigment containing iron and other atoms to which oxygen binds	heme|haem|hematin|haemitin|protoheme
2508	a class of proteins produced in lymph tissue in vertebrates and that function as antibodies in the immune response	immunoglobulin|Ig|immune serum globulin|immune gamma globulin|immune globulin
2509	a sodium salt of carbonic acid	sodium carbonate|washing soda|sal soda|soda ash|soda
2510	a liquid substance capable of dissolving other substances	solvent|dissolvent|dissolver|dissolving agent|resolvent
2511	hormone released by the hypothalamus that controls the release of thyroid-stimulating hormone from the anterior pituitary	thyrotropin-releasing hormone|TRH|thyrotropin-releasing factor|TRF|protirelin
2512	originally thought to be a single vitamin but now separated into several B vitamins	B-complex vitamin|B complex|vitamin B complex|vitamin B|B vitamin
2513	a B vitamin that prevents beriberi	vitamin B1|thiamine|thiamin|aneurin|antiberiberi factor
2514	a B vitamin that is essential for metabolism of amino acids and starch	vitamin B6|pyridoxine|pyridoxal|pyridoxamine|adermin
2515	a fat-soluble vitamin that prevents rickets	vitamin D|calciferol|viosterol|ergocalciferol|cholecalciferol
2516	material for starting a fire	kindling|tinder|touchwood|spunk|punk
2517	a late time of life	old age|years|age|eld|geezerhood
2518	(astronomy) a measure of time defined by Earth's orbital motion	terrestrial time|TT|terrestrial dynamical time|TDT|ephemeris time
2519	the act of detecting something	detection|catching|espial|spying|spotting
2520	the lunar calendar used by Muslims	Islamic calendar|Muhammadan calendar|Mohammedan calendar|Moslem calendar|Muslim calendar
2521	(Judaism) a solemn Jewish feast day celebrated on the 1st or 1st and 2nd of Tishri	Rosh Hashanah|Rosh Hashana|Rosh Hashonah|Rosh Hashona|Jewish New Year
2522	a day for the exchange of tokens of affection	Valentine Day|Valentine's Day|Saint Valentine's Day|St Valentine's Day|February 14
2523	twelve days after Christmas	Epiphany|Epiphany of Our Lord|Twelfth day|Three Kings' Day|January 6
2524	a Christian feast day honoring all the saints	All Saints' Day|Allhallows|November 1|Hallowmas|Hallowmass
2525	the night before Midsummer Day	Midsummer Eve|Midsummer Night|St John's Eve|St John's Night|June 23
2526	an indefinitely short time	moment|mo|minute|second|bit
2527	a time interval during which there is a temporary cessation of something	pause|intermission|break|interruption|suspension
2528	time during which some action is awaited	delay|hold|time lag|postponement|wait
2529	the ratio of live births in an area to the population of that area	birthrate|birth rate|fertility|fertility rate|natality
2530	the ratio of deaths in an area to the population of that area	deathrate|death rate|mortality|mortality rate|fatality rate
2531	1,000,000,000 periods per second	gigahertz|GHz|gigacycle per second|gigacycle|Gc
2532	one thousand periods per second	kilohertz|kHz|kilocycle per second|kilocycle|kc
2533	one million periods per second	megahertz|MHz|megacycle per second|megacycle|Mc
2534	the day in 2001 when Arab suicide bombers hijacked United States airliners and used them as bombs	9/11|9-11|September 11|Sept. 11|Sep 11
2535	crested thick-billed North American finch having bright red plumage in the male	cardinal|cardinal grosbeak|Richmondena Cardinalis|Cardinalis cardinalis|redbird
2536	the act of determining that something is false	falsification|falsifying|disproof|refutation|refutal
2537	a determination of the place where something is	localization|localisation|location|locating|fix
2538	small Old World songbird with a reddish breast	robin|redbreast|robin redbreast|Old World robin|Erithacus rubecola
2539	small European warbler that breeds among reeds and wedges and winters in Africa	sedge warbler|sedge bird|sedge wren|reedbird|Acrocephalus schoenobaenus
2540	eastern subspecies of northern oriole	Baltimore oriole|Baltimore bird|hangbird|firebird|Icterus galbula galbula
2541	large harmless hawk found worldwide that feeds on fish and builds a bulky nest often occupied for years	osprey|fish hawk|fish eagle|sea eagle|Pandion haliaetus
2542	western North American frog with a taillike copulatory organ	tailed frog|bell toad|ribbed toad|tailed toad|Ascaphus trui
2543	pugnacious tropical sea turtle with a hawk-like beak	hawksbill turtle|hawksbill|hawkbill|tortoiseshell turtle|Eretmochelys imbricata
2544	the largest lizard in the world (10 feet)	Komodo dragon|Komodo lizard|dragon lizard|giant lizard|Varanus komodoensis
2545	widespread group including duck-billed dinosaurs and their early relatives (hadrosaurs, trachodon and iguanodon)	Euronithopoda|suborder Euronithopoda|euronithopod|Ornithopoda|suborder Ornithopoda
2546	large harmless shiny black North American snake	black rat snake|blacksnake|pilot blacksnake|mountain blacksnake|Elaphe obsoleta
2547	nonvenomous tan and brown king snake with an arrow-shaped occipital spot	milk snake|house snake|milk adder|checkered adder|Lampropeltis triangulum
2548	highly venomous viper of northern Africa and southwestern Asia having a horny spine above each eye	horned viper|cerastes|sand viper|horned asp|Cerastes cornutus
2549	horny projecting mouth of a bird	beak|bill|neb|nib|pecker
2550	a domestic hen ready to brood	brood hen|broody|broody hen|setting hen|sitter
2551	female black grouse	greyhen|grayhen|grey hen|gray hen|heath hen
2552	large-footed short-winged birds of Australasia	megapode|mound bird|mound-bird|mound builder|scrub fowl
2553	common grey wild goose of Europe	greylag|graylag|greylag goose|graylag goose|Anser anser
2554	small densely furred aquatic monotreme of Australia and Tasmania having a broad bill and tail and webbed feet	platypus|duckbill|duckbilled platypus|duck-billed platypus|Ornithorhynchus anatinus
2555	sluggish tailless Australian arboreal marsupial with grey furry ears and coat	koala|koala bear|kangaroo bear|native bear|Phascolarctos cinereus
2556	an edible clam with thin oval-shaped shell found in coastal regions of the United States and Europe	soft-shell clam|steamer|steamer clam|long-neck clam|Mya arenaria
2557	large edible crab of northern Pacific waters especially along the coasts of Alaska and Japan	king crab|Alaska crab|Alaskan king crab|Alaska king crab|Paralithodes camtschatica
2558	a coot found in North America	American coot|marsh hen|mud hen|water hen|Fulica americana
2559	small black-headed European gull	laughing gull|blackcap|pewit|pewit gull|Larus ridibundus
2560	renunciation of your own interests in favor of the interests of others	abnegation|self-abnegation|denial|self-denial|self-renunciation
2561	large flat-headed whalebone whale having deep furrows along the throat	finback|finback whale|fin whale|common rorqual|Balaenoptera physalus
2562	medium-sized greyish-black whale of the northern Pacific	grey whale|gray whale|devilfish|Eschrichtius gibbosus|Eschrichtius robustus
2563	small dark-colored whale of the Atlantic coast of the United States	pilot whale|black whale|common blackfish|blackfish|Globicephala melaena
2564	informal terms for dogs	pooch|doggie|doggy|barker|bow-wow
2565	a concluding action	completion|culmination|closing|windup|mop up
2566	informal terms referring to a domestic cat	kitty|kitty-cat|puss|pussy|pussycat
2567	long-bodied long-tailed tropical American wildcat	jaguarundi|jaguarundi cat|jaguarondi|eyra|Felis yagouaroundi
2568	brown bear of coastal Alaska and British Columbia	Alaskan brown bear|Kodiak bear|Kodiak|Ursus middendorffi|Ursus arctos middendorffi
2569	small round bright-colored and spotted beetle that usually feeds on aphids and other insect pests	ladybug|ladybeetle|lady beetle|ladybird|ladybird beetle
2570	black-and-yellow beetle that feeds in adult and larval stages on potato leaves	Colorado potato beetle|Colorado beetle|potato bug|potato beetle|Leptinotarsa decemlineata
2571	destruction achieved by causing something to be wrecked or ruined	laying waste|ruin|ruining|ruination|wrecking
2572	bloodsucking African fly	tsetse fly|tsetse|tzetze fly|tzetze|glossina
2573	minute two-winged insect that sucks the blood of mammals and birds and other insects	punkie|punky|punkey|no-see-um|biting midge
2574	a strain of bees that originated in Brazil in the 1950s as a cross between an aggressive African bee and a honeybee	Africanized bee|Africanized honey bee|killer bee|Apis mellifera scutellata|Apis mellifera adansonii
2575	dark brown cockroach originally from orient now nearly cosmopolitan in distribution	oriental cockroach|oriental roach|Asiatic cockroach|blackbeetle|Blatta orientalis
2576	small light-brown cockroach brought to United States from Europe	German cockroach|Croton bug|crotonbug|water bug|Blattella germanica
2577	large bloodsucking bug	conenose|cone-nosed bug|conenose bug|big bedbug|kissing bug
2578	the savage and excessive killing of many people	slaughter|massacre|mass murder|carnage|butchery
2579	any of various moths with long narrow forewings capable of powerful flight and hovering over flowers to feed	hawkmoth|hawk moth|sphingid|sphinx moth|hummingbird moth
2580	sessile aquatic animal forming mossy colonies of small polyps each having a curved or circular ridge bearing tentacles	bryozoan|polyzoan|sea mat|sea moss|moss animal
2581	small short-eared burrowing mammal of rocky uplands of Asia and western North America	pika|mouse hare|rock rabbit|coney|cony
2582	any of several bushy-tailed rodents of the genus Neotoma of western North America	packrat|pack rat|trade rat|bushytail woodrat|Neotoma cinerea
2583	of northern United States and Canada	American red squirrel|spruce squirrel|red squirrel|Sciurus hudsonicus|Tamiasciurus hudsonicus
2584	returning to a former state	regression|regress|reversion|retrogression|retroversion
2585	small striped semiterrestrial eastern American squirrel with cheek pouches	eastern chipmunk|hackee|striped squirrel|ground squirrel|Tamias striatus
2586	any of several small ungulate mammals of Africa and Asia with rodent-like incisors and feet with hooflike toes	hyrax|coney|cony|dassie|das
2587	the act of forming or establishing something	constitution|establishment|formation|organization|organisation
2588	domestic swine	hog|pig|grunter|squealer|Sus scrofa
2589	dark grey peccary with an indistinct white collar	collared peccary|javelina|Tayassu angulatus|Tayassu tajacu|Peccari angulatus
2590	domesticated bovine animals as a group regardless of sex or age	cattle|cows|kine|oxen|Bos taurus
2591	large Indian antelope	nilgai|nylghai|nylghau|blue bull|Boselaphus tragocamelus
2592	fleet antelope-like ruminant of western North American plains with small branched horns	pronghorn|prongbuck|pronghorn antelope|American antelope|Antilocapra americana
2593	common deer of temperate Europe and Asia	red deer|elk|American elk|wapiti|Cervus elaphus
2594	dark brown mustelid of woodlands of Eurasia that gives off an unpleasant odor when threatened	polecat|fitch|foulmart|foumart|Mustela putorius
2595	large naked-muzzled skunk with white back and tail	hog-nosed skunk|hognosed skunk|badger skunk|rooter skunk|Conepatus leuconotus
2596	large dark brown North American arboreal carnivorous mammal	fisher|pekan|fisher cat|black cat|Martes pennanti
2597	very small Argentine armadillo with pale silky hair and pink plates on head and neck	pichiciago|pichiciego|fairy armadillo|chlamyphore|Chlamyphorus truncatus
2598	large shaggy-haired toothless anteater with long tongue and powerful claws	ant bear|giant anteater|great anteater|tamanoir|Myrmecophaga jubata
2599	extinct robust human of Middle Paleolithic in Europe and western Asia	Neandertal man|Neanderthal man|Neandertal|Neanderthal|Homo sapiens neanderthalensis
2600	Indian macaque with a bonnet-like tuft of hair	bonnet macaque|bonnet monkey|capped macaque|crown monkey|Macaca radiata
2601	North American raccoon	common raccoon|common racoon|coon|ringtail|Procyon lotor
2602	arboreal fruit-eating mammal of tropical America with a long prehensile tail	kinkajou|honey bear|potto|Potos flavus|Potos caudivolvulus
2603	omnivorous mammal of Central America and South America	coati|coati-mondi|coati-mundi|coon cat|Nasua narica
2604	large black-and-white herbivorous mammal of bamboo forests of China and Tibet	giant panda|panda|panda bear|coon bear|Ailuropoda melanoleuca
2605	elongate freshwater cod of northern Europe and Asia and North America having barbels around its mouth	burbot|eelpout|ling|cusk|Lota lota
2606	European shad	allice shad|allis shad|allice|allis|Alosa alosa
2607	small salmon with red flesh	sockeye|sockeye salmon|red salmon|blueback salmon|Oncorhynchus nerka
2608	large Pacific salmon valued as food	chinook|chinook salmon|king salmon|quinnat salmon|Oncorhynchus tshawytscha
2609	pike-like freshwater perches	walleye|walleyed pike|jack salmon|dory|Stizostedion vitreum
2610	variety inhabiting the Great Lakes	blue pike|blue pickerel|blue pikeperch|blue walleye|Strizostedion vitreum glaucum
2611	a California food fish	horse mackerel|jack mackerel|Spanish mackerel|saurel|Trachurus symmetricus
2612	primitive predaceous North American fish covered with hard scales and having long jaws with needlelike teeth	gar|garfish|garpike|billfish|Lepisosteus osseus
2613	tropical Atlantic fish	queen triggerfish|Bessy cerca|oldwench|oldwife|Balistes vetula
2614	a dispenser that holds a substance under pressure and that can release it as a fine spray (usually by means of a propellant gas)	aerosol|aerosol container|aerosol can|aerosol bomb|spray can
2615	the sodium salt of amobarbital that is used as a barbiturate	amobarbital sodium|blue|blue angel|blue devil|Amytal
2616	molding in the form of a ring	annulet|bandelet|bandelette|bandlet|square and rabbet
2617	any agent that destroys or prevents the growth of fungi	antifungal|antifungal agent|fungicide|antimycotic|antimycotic agent
2618	a waterproof overshoe that protects shoes from water or snow	arctic|galosh|golosh|rubber|gumshoe
2619	specially hardened steel plate used to protect fortifications or vehicles from enemy fire	armor plate|armour plate|armor plating|plate armor|plate armour
2620	the acetylated derivative of salicylic acid	aspirin|acetylsalicylic acid|Bayer|Empirin|St. Joseph
2621	a support for the genitals worn by men engaging in strenuous exercise	athletic supporter|supporter|suspensor|jockstrap|jock
2622	a nuclear weapon in which enormous energy is released by nuclear fission (splitting the nuclei of a heavy element like uranium 235 or plutonium 239)	atom bomb|atomic bomb|A-bomb|fission bomb|plutonium bomb
2623	a device on an automobile for making a warning noise	automobile horn|car horn|motor horn|horn|hooter
2624	a staining technique used to classify bacteria	Gram's method|Gram method|Gram's procedure|Gram's stain|Gram stain
2625	a portable rectangular container for carrying clothes	bag|traveling bag|travelling bag|grip|suitcase
2626	a railing at the side of a staircase or balcony to prevent people from falling	bannister|banister|balustrade|balusters|handrail
2627	a barbiturate used as a hypnotic	barbital|veronal|barbitone|diethylbarbituric acid|diethylmalonylurea
2628	a room or establishment where alcoholic drinks are served over a counter	barroom|bar|saloon|ginmill|taproom
2629	a room used primarily for sleeping	bedroom|sleeping room|sleeping accommodation|chamber|bedchamber
2630	a brim that projects to the front to shade the eyes	bill|peak|eyeshade|visor|vizor
2631	a room in which billiards is played	billiard room|billiard saloon|billiard parlor|billiard parlour|billiard hall
2632	a leisurely walk (usually in some public place)	amble|promenade|saunter|stroll|perambulation
2633	lightweight single-breasted jacket	blazer|sport jacket|sport coat|sports jacket|sports coat
2634	walking by a person who is asleep	sleepwalking|somnambulism|somnambulation|noctambulism|noctambulation
2635	the first stage of a multistage rocket	booster|booster rocket|booster unit|takeoff booster|takeoff rocket
2636	a felt hat that is round and hard with a narrow brim	bowler hat|bowler|derby hat|derby|plug hat
2637	(used in the plural) a small metal weapon	brass knucks|knucks|brass knuckles|knuckles|knuckle duster
2638	(used in the plural) trousers ending above the knee	breeches|knee breeches|knee pants|knickerbockers|knickers
2639	miscellaneous curios	bric-a-brac|knickknack|nicknack|knickknackery|whatnot
2640	a boot reaching halfway up to the knee	buskin|combat boot|desert boot|half boot|top boot
2641	a small jet-propelled winged missile that carries a bomb	buzz bomb|robot bomb|flying bomb|doodlebug|V-1
2642	a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink	cabaret|nightclub|night club|club|nightspot
2643	a motor vehicle with four wheels	car|auto|automobile|machine|motorcar
2644	the space in a ship or aircraft for storing cargo	cargo area|cargo deck|cargo hold|hold|storage area
2645	a large, rotating machine with seats for children to ride or amusement	carousel|carrousel|merry-go-round|roundabout|whirligig
